"STATE JOB
NUMBER",TERMINI,"ARDOT
DISTRICT",COUNTY,ROUTE,FFY,TYPE OF WORK,LENGTH,"TOTAL
COST",NHPP,NHFP,HSIP,RAIL-HWY,EARMARK,STBGP,"STBGP
(BR OFF)","STBGP
(GT 200K)",BFP,"BFP
(BR OFF)",NEVFP,"CRP 
(FLEX)","CRP 
(GT 200K)",PROTECT,AC,REC. TRAILS,"CMAQ
(FLEX)","CMAQ
(AQ)",TAP,"TAP
(GT 200K)",CHBP,INFRA,RAISE,COVID,MATA,GAP,FLAP,FLTP,ERFO,"MARINE
FUEL TAX","FERRY
BOAT",DBE,OJT,CAP,"AMENDMENT
 101",STATE,ACT 416,"STATE-
LOCAL",LOCAL,"AGENCY
CARRYING
OUT THE
PROJECT",CARTS,JATS,NARTS,PBATS,TUTS,WMATS,FRONTIER,TRI-LAKES,COMMENTS
XX2027-19,Various Federal Lands Projects,,,,2027,Miscellaneous,," $5,512 ",,,,,,,,,,,,,,,,,,,,,,,,,,," $3,600 "," $1,012 ",,,,,,,,,, $900 ,,Federal Lands/State/Local,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Funding for the category is detailed in Appendix B.
XX2027-20,Various Ferry Boat Program Projects,,,,2027,Miscellaneous,, $125 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $100 ,,,,, $25 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2027-21,Disadvantaged Business Enterprises (DBE) Supportive Services,,,,2027,Miscellaneous,, $150 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $150 ,,,,,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Funding amount is approximate.
XX2027-22,On-the-Job Training (OJT) Supportive Services,,,,2027,Miscellaneous,, $125 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $100 ,,, $25 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Funding amount is approximate.
XX2027-23,Various Electric Vehicle Infrastructure Projects,,,,2027,Miscellaneous,," $14,410 ",,,,,,,,,,," $11,528 ",,,,,,,,,,,,,,,,,,,,,,,,," $2,882 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2027-24,Various Intelligent Transportation System (ITS) Projects,,,,2027,ITS Improvements,, $500 ,,,,,,,,,,,, $400 ,,,,,,,,,,,,,,,,,,,,,,,, $100 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2027-25,Various Transportation Resiliency Projects,,,,2027,Miscellaneous,," $26,858 ",,,,,, $500 ,,,,,,,," $20,986 ",,,,,,,,,,,,,,,,,,,,,," $5,372 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2027-26,Various ADA Facility Upgrades,,,,2027,Miscellaneous,, $500 ,,,,,, $400 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $100 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2027-27,Economic Development,,,,2027,Miscellaneous,," $5,000 "," $2,000 ",,,,," $2,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,000 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2028-02,Various Bridge Preservation,,,,2028,System Preservation,," $18,000 "," $12,400 ",,,,,,,,," $2,000 ",,,,,,,,,,,,,,,,,,,,,,,,,," $3,600 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2028-03,Various Off-System Bridge Rehab / Replacement on City Streets,,,,2028,Str. & Apprs.,," $2,500 ",,,,,,," $1,000 ",,," $1,000 ",,,,,,,,,,,,,,,,,,,,,,,,,, $500 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2028-04,Bridge Inspection / Inspection Equipment,,,,2028,Miscellaneous,," $7,000 ",,,,,," $4,800 ", $800 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,400 ",,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2028-05,RR Xing Protect Devices / Surfacing / Hazard Elim,,,,2028,Project Development,," $3,308 ",,,," $3,308 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State/RR,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2028-06,Various Transportation Alternative Projects,,,,2028,Miscellaneous,," $19,946 ",,,,,,,,,,,,,,,,,,," $15,957 ",,,,,,,,,,,,,,,,,,,," $3,989 ",Local,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2028-07,Various Trail Projects,,,,2028,Miscellaneous,," $1,868 ",,,,,,,,,,,,,,,," $1,494 ",,,,,,,,,,,,,,,,,,,,,,, $374 ,Local,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2028-08,Various Resurf / Restore / Rehab / Recon / BR Repl / BR Rehab on County Roads,,,,2028,4-R | Strs. & Apprs.,," $7,459 ",,,,,," $5,967 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,492 ",State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2028-09,Various Bridge Rehab / Replacement on County Roads,,,,2028,Str. & Apprs.,," $4,625 ",,,,,,,,,," $4,163 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,, $462 ,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2028-10,PE / Right-of-Way / Utilities / CENG,,,,2028,Project Development,," $20,000 "," $7,020 ", $600 ," $2,000 "," $1,130 ",," $5,000 ",,,,,,,,,,, $250 ,,,,,,,,,,,,,,,,,,,,," $4,000 ",,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Funding in this category may be used for the development of any project within the 2025-2028 STIP.
XX2028-11,Various Wildflower Programs,,,,2028,Miscellaneous,, $30 ,,,,,, $24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $6 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2028-12,Motor Fuel Enforcement Activities,,,,2028,Miscellaneous,, $20 ,,,,,, $20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2028-13,Various Statewide Safety Improvements,,,,2028,Safety Improvements,," $41,643 ",,," $37,479 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $4,164 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2028-14,Statewide Pavement Markings & Signing Projects,,,,2028,System Preservation,," $15,000 "," $5,100 ",," $3,400 ",,," $3,500 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $3,000 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2028-15,Workforce Training and Development,,,,2028,Miscellaneous,, $950 ,,,,,,, $950 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2028-16,Various Pavement Preservation Projects,,,,2028,System Preservation,," $191,203 "," $22,401 ",," $1,000 ",,," $14,041 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $70,361 "," $83,400 ",,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2028-17,Various Signal and Intersection Improvements,,,,2028,Intersection Improvements,," $2,500 ",,,,,," $2,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $500 ,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,"Includes all MPOs with the exception inside the urbanized areas of CARTS, NARTS & WMATS."
XX2028-18,Various Sealing Projects,,,,2028,System Preservation,," $15,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $15,000 ",,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2028-19,Various Federal Lands Projects,,,,2028,Miscellaneous,," $4,917 ",,,,,,,,,,,,,,,,,,,,,,,,,,," $3,600 ", $417 ,,,,,,,,,, $900 ,,Federal Lands/State/Local,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Funding for the category is detailed in Appendix B.
XX2028-20,Various Ferry Boat Program Projects,,,,2028,Miscellaneous,, $125 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $100 ,,,,, $25 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2028-21,Disadvantaged Business Enterprises (DBE) Supportive Services,,,,2028,Miscellaneous,, $150 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $150 ,,,,,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Funding amount is approximate.
XX2028-22,On-the-Job Training (OJT) Supportive Services,,,,2028,Miscellaneous,, $125 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $100 ,,, $25 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Funding amount is approximate.
XX2028-23,Various Electric Vehicle Infrastructure Projects,,,,2028,Miscellaneous,," $14,410 ",,,,,,,,,,," $11,528 ",,,,,,,,,,,,,,,,,,,,,,,,," $2,882 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2028-24,Various Intelligent Transportation System (ITS) Projects,,,,2028,ITS Improvements,," $19,089 ",,,,,,,,,,,," $15,271 ",,,,,,,,,,,,,,,,,,,,,,,," $3,818 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2028-25,Various Transportation Resiliency Projects,,,,2028,Miscellaneous,," $27,383 ",,,,,, $500 ,,,,,,,," $21,406 ",,,,,,,,,,,,,,,,,,,,,," $5,477 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2028-26,Various ADA Facility Upgrades,,,,2028,Miscellaneous,, $500 ,,,,,, $400 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, $100 ,,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
XX2028-27,Economic Development,,,,2028,Miscellaneous,," $5,000 "," $2,000 ",,,,," $2,000 ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,," $1,000 ",,,,State,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,
